url,source,title,author,text
http://www.nbcnews.com/news/us-news,nbcnews,"U.S. News: Breaking News Photos, & Videos on the United States",[],"Justin Lane / EPA

Trump Says Trumpcare Is Not Dead, Unless GOP are 'Quitters'"
http://www.nbcnews.com/news/us-news/trump-says-repeal-replace-not-dead-unless-gop-are-quitters-n787796,nbcnews,"Trump Says Repeal and Replace is Not Dead, Unless GOP are ‘Quitters’",['Phil Mccausland'],"After a series of GOP failures to pass any health care legislation this week, President Donald Trump tweeted on Saturday that the plan to repeal and replace Obamacare was not dead — ""unless the Republican Senators are total quitters.""

Earlier in the day Trump used Twitter to declare that Republicans “look like fools” a day after they failed to pass a ""skinny"" health care plan, which he followed with threats to insurance companies and lawmakers.

“If a new HealthCare Bill is not approved quickly, BAILOUTS for insurance Companies and BAILOUTS for Members of Congress will end very soon,” he said in a Saturday morning tweetstorm.

After seven years of ""talking"" Repeal & Replace, the people of our great country are still being forced to live with imploding ObamaCare! — Donald J. Trump (@realDonaldTrump) July 29, 2017

If a new HealthCare Bill is not approved quickly, BAILOUTS for Insurance Companies and BAILOUTS for Members of Congress will end very soon! — Donald J. Trump (@realDonaldTrump) July 29, 2017

The Trump administration already cancelled $5 million in HealthCare.gov ads that advertised the upcoming enrollment season, and the president is now threatening to withhold federal payments that help reduce insurance premiums — particularly for low-income people — and keep companies in the market.

Related: What's Going to Happen to Obamacare?

Senate Minority Leader Chuck Schumer claimed that Trump was putting his thumb on the scale and toying with the lives of millions.

“If the President refuses to make the cost sharing reduction payments, every expert agrees that premiums will go up and health care will be more expensive for millions of Americans,” Schumer said in a statement. “The president ought to stop playing politics with people's lives and health care, start leading and finally begin acting Presidential.”

Play Facebook

Twitter

Embed Why couldn't the Republicans make good on their healthcare promise? 2:51 autoplay autoplay Copy this code to your website or blog

Trump also used Twitter on Saturday morning to blast the Senate rules that require 60 votes to overcome a legislative filibuster after Senate Republicans failed to pass a “skinny” version of its health care plan.

Senate rules state that three-fifths of the Senate must agree to end the debate over a piece of legislation and move to a vote, which is known as invoking cloture. A group of 61 senators from both parties sent a letter to Senate leaders in April that stated their opposition to eliminating the legislative filibuster.

President Donald Trump sits in the Oval Office of the White House on July 25. Pablo Martinez Monsivais / AP

Republicans had avoided a filibuster in the first place by attempting to pass health care through budget reconciliation, which limits their actions to only impacting costs or taxes. Budget reconciliation only requires 51 votes and doesn’t provide an opportunity for a filibuster — but the tactic also greatly hampered the GOP’s ability to change the law.

The president declared on Saturday morning that the Senate must get rid of the rule because “It is killing the R Party, allows 8 Dems to control country.”

He added in a later tweet that Senate Majority Leader Mitch McConnell must “go to 51 Votes NOW and WIN. IT’S TIME!”

McConnell has previously dismissed such demands from the president, who said in a May 2 tweet that the country needed to “either elect more Republican Senators in 2018 or change the rules now to 51%” or the country would need to undergo “a good ‘shutdown’ in September to fix mess!”

According to Trump’s Saturday tweets, Democrats were “laughing at R’s” and would dismantle the filibuster if they “ever got the chance.”"
http://www.nbcnews.com/news/africa,nbcnews,"Africa News: Breaking News, Photos & Videos on Africa",[],NBC News works best with JavaScript turned on
http://www.nbcnews.com/better/health/how-chill-bottle-wine-fast-ncna787426,nbcnews,How to chill a bottle of wine in just minutes (seriously),[],"Subscribe Let our news meet your inbox. SIGN UP

You get home from a hard, long day at work and that bottle of rosé you bought last weekend is calling your name. The problem? It's sitting in your wine rack, warm and undrinkable. Your internal Veruca Salt is screaming, ""I want my wine — and I want it now!"" Don't panic — or stash the bottle in the freezer for the next 45 minutes. We've got a better way.

Jeff Rossen, NBC News National Investigative Correspondent and host of Rossen Reports, has two too-good-to-be-true tricks for getting that bottle of wine chilled and in your wine glass or on the table — stat.

The Paper Towel Method

How long? 15 to 20 minutes

Step 1: Take a few sheets of paper towels and run them through some water.

Step 2: Shake off the excess water and wrap the towels around the bottle.

Step 3: Pop the bottle in the freezer for 15 to 20 minutes and — presto — your bottle is perfectly chilled.

The Ice Bath Method

How long? Two minutes (seriously)

Step 1: Create an ice bath in a bucket with water and ice.

Step 2: Put two tablespoons of salt into the ice bath and mix it around.

Step 3: Place the bottle in the ice bath, wait two minutes and your wine is chilled!

What exactly is happening here, you ask? The salt is creating a chemical reaction that lowers the freezing point of the ice water, which helps the wine chill faster. Genius!

For more tips like these, click here to pre-order Jeff's new book 'Rossen to the Rescue.'"
http://www.nbcnews.com/tech/gift-guide/tech-gift-guide-what-buy-pet-lover-n686836,nbcnews,Tech Gift Guide: What to Buy for the Pet Lover,['Andrea Smith'],"When it comes to giving holiday gifts to your pets, forget the stocking stuffer, they’d probably rather just eat the stocking anyway. And those slobbery, furry friends are so awesome, don’t they deserve more than just a new bone?

We've rounded up a list of techy gift ideas purr-fect for your constant companion.

Petzi Treat Cam

Want to know what your pets are up to when you’re at work or out running errands? The Petzi Treat Cam is a Wi-Fi-connected camera that lets you check in from an app on your smartphone or tablet to see which furry friend is lounging on the couch or rummaging through the garbage.

When you launch the app, a jingle chimes from the camera beckoning your pet, or you can talk to and hear your pet through the app. One tap on your phone dispenses a treat which, of course, brings silly faces peering into the camera for more.

You can’t record video but you can snap pictures to share with your family or post on Petzi’s social site or #Catstagram.

Petcube Play

For those days when nothing but playing with your cat will make you feel better, and you’re stuck at an airport or in the office, there’s Petcube Play. Like Petzi, it’s an interactive Wi-Fi camera that lets you check in on your pets using an iOS or Android mobile app.

For added fun, and we’re not quite sure who has more fun; pets or humans, you can remotely play a game of laser tag with your cat by tracing your finger on your phone’s screen. It streams in 1080p HD video and has two-way audio so you can not only talk to your pets, you can hear them purring back at you. Now that will put a smile on your face!

The camera itself is small and attractive and comes in rose gold, black or silver. There’s an optional fee-based cloud video recording service or you can record live videos through the app and save them to your mobile device.

BarkBox

Humans enjoy those monthly subscription boxes filled with goodies like the wine or beer-of-the-month club or a basket full of gourmet treats but we’re guessing you don’t share these with your constant companion. BarkBox is a box filled with curated goodies for your dogs, with offerings such as chew toys, tasty treats and other engaging play toys.

You can sign up for a monthly subscription, and help them customize the box for your dog’s size and tastes, or send your favorite grand-doggy a one-time gift for the holidays.

HEXBUG Robotic Cat Toys

When you finally get to stay home and enjoy playing with your cats in person, you’ll get hours of fun with HEXBUG’s robotic cat toys.

The HEXBUG NanoRobotic Cat Toy is a small HEXBUG toy that scoots across the floor using vibration technology, dragging a furry tail behind. If your cat manages a swipe at it with a paw, it can right itself and scurry off again.

The HEXBUG Mouse Robotic Cat Toy is a fuzzy, pink-eared mouse with an on/off switch. When turned on, its tail wiggles back and forth as it scampers across the floor and, like a real mouse, stops and starts randomly as it’s being chased.

You can’t get more fun than this for under $10.

Plantronics BackBeat PRO 2

Technically, this is a human gift, but anything that provides more playtime outside for the dog is a great pet gift too. The new BackBeat PRO 2 wireless headphones from Plantronics have on-demand active noise cancelling which means they’ll drown out the background noise on an airplane but allow you to hear your surroundings when at the dog park or walking down the street.

Simply turn on open-listening mode so you can hear all the happy barking or talk to other pup-owners. With 24 hours of battery life you have no reason to come home until your dog is tuckered out."
http://www.today.com/video/utah-man-killed-his-wife-during-alaska-cruise-fbi-says-1012044355665,nbcnews,"Utah man killed his wife during Alaska cruise, FBI says",[],"Utah man killed his wife during Alaska cruise, FBI says

Utah mother of three Kristy Manzanares was killed aboard a luxury cruise ship heading up the Alaska coastline, and her husband, Kenneth, is behind bars and facing murder charges in what authorities say was a domestic dispute. NBC’s Lucy Kafanov reports for TODAY from outside FBI headquarters in Anchorage."
http://www.nbcnews.com/feature/cold-case-spotlight/mother-hopes-answers-2003-murder-joshua-wayne-crawford-n778621,nbcnews,Mother Hopes for Answers in 2003 Murder of Joshua Wayne Crawford,['Bianca Hillier'],"“I wanted to bring him chocolate cake and chocolate ice cream—his favorites.”

Joshua Crawford Terry Horman

On Joshua Wayne Crawford’s 21st birthday, his mom Terry Horman just wanted to celebrate the occasion. She knew he was having a party with friends the night before, so she didn’t bother him. Once daylight hit on Josh’s birthday, though, Horman texted her son.

“But I didn’t hear from him,” Horman told Dateline. “Nothing. Nothing at all.”

Instead, she got every parent’s worst nightmare: the dreaded knock on the door from the police. “I knew at that time it was not good,” she said.

Fourteen years ago on July 2, 2003, Horman answered the door to hear the news of her son’s murder.

“They said he was found dead. I collapsed, and went into shock,” she told Dateline. “I don’t remember that much… only what my husband has told me.”

Friends reportedly found Crawford in his first-floor Frederick, Maryland apartment after he didn’t show up to work. Crawford didn’t open the door, so friends say they had to climb in through the window. His apartment had been ransacked, according to Horman, and video games, a guitar, jewelry and other personal items were gone. Furniture was allegedly flipped, and the room was in disarray.

Crawford, though, was in even worse shape. Friends say they found him badly beaten, with obvious blunt force trauma to his head, stab wounds to his chest. His wrists and ankles had been bound with duct tape.

Horman said Crawford’s friend Justin Nailor then called 911, reporting cardiac arrest.

“I never did understand that,” Horman told Dateline.

Authorities say Crawford was pronounced dead at the scene. An autopsy later ruled the cause of death to be asphyxiation and blunt force injuries.

The Frederick County Sheriff’s Office at the time categorized the death as “suspicious in nature because of the manner in which the body was found.""

Investigators said the crime is victim-specific. “No arrests, though, have ever been made,” Major Tim Clarke of the Frederick County Sheriff’s Office told Dateline. “At various times, though, we have brought people in for extensive questioning.”

Despite those efforts, no suspects have ever been identified. Major Clarkes insists, though, that “this is very much an ongoing investigation.”

Horman has difficulty believing that.

“I swear to God, I’m dealing with crooked cops. I believe they know who killed my son,” she said. “My main frustration is that they won’t tell me anything.”

“We understand where Ms. Horman is at,” Major Clarke told Dateline. “But the less information we put out to the public, the better it is for the detectives, because it helps protect the investigation.”

In 2010, the Frederick County Sheriff’s Office received a Maryland state grant that allowed them to reanalyze DNA evidence from the crime scene. With no arrests made, or suspects identified following those results, though, they failed to be significant.

“We are trying everything possible to solve this case and bring the appropriate people to justice,” Major Clarke said.

Court records show Crawford was familiar to local law enforcement, having been arrested in 2001 on charges of possession of marijuana with the intent to distribute.

“My son sold drugs—I’m not going to sit here in any type of denial,” Horman admits. “But he was only 21 years old. He was a baby. He had a lot of growing up to do.”

Terry Horman

Horman, of course, remembers Joshua as he was growing up. Crawford was a Boy Scout, and also played baseball throughout his childhood. “He used to hit the balls and make the home runs,” Horman says. When they needed a home run, they always said, ‘Let’s put Josh Crawford in there.’”

“We were very close – he was my sentimental son,” Horman told Dateline. “Once a week we would go to Dairy Queen, and every year on my birthday he would buy me a gift. [Now], my worst times of year are Mother’s Day, his birthday and Christmastime,” Horman said.

This year, Crawford would be 38 years old. Even 14 years after his murder, Horman still holds an annual vigil for her son.

“[The Sheriff’s Office] encourages and embraces the light that her vigils bring to the case,” Major Clarke told Dateline. “Because when that occurs, we get more information, and hopefully people learn more about the case and that brings forth new leads.”

“I can’t think of anyone who didn’t like him,” Horman added. “Why? Why would they be so mean and cruel to my son? Why? I just want justice for my son. Everyone deserves at least that.”

“No one likes to have an open homicide. No one,” Major Clarke said. “[Crawford’s case] is personal to a lot of people on our team. We speak of it every day.”

Anyone with information is encouraged to call the Frederick County Sheriff's Office Tips Line at 301-644-4131. Callers may remain anonymous."
http://www.nbcnews.com/politics/white-house/after-healthcare-defeat-trump-pushes-obamacare-implosion-n787591,nbcnews,"After Health Care Defeat, Trump Pushes Obamacare Implosion",['Ali Vitali'],"WASHINGTON — President Donald Trump declared Friday that he would ""let Obamacare implode"" after the Senate failed to repeal the Affordable Care Act.

""I said from the beginning, 'Let Obamacare implode'...I turned out to be right,"" Trump said at a gathering for law enforcement officers battling the MS-13 gang in Long Island. ""Let Obamacare implode.""

Trump said the Republican-controlled Senate should have succeeded in passing what has come to be known as the ""skinny"" repeal of Obamacare, lamenting ""the swamp"" that the president feels got in the way.

""Boy, oh, boy, they’ve been working on that one for seven years. Can you believe that?"" he said of Obamacare repeal. Still, he promised, ""We'll get it done.""

Play Facebook

Twitter

Embed Trump After Health Care Loss: 'Let Obamacare Implode' 0:49 autoplay autoplay Copy this code to your website or blog

Trump has previously said that allowing Obamacare to crash and burn would bring Democrats to the table to negotiate with Republican on overhauling the health care system.

The president did not extend a hand to Democrats to work with the White House and Republicans on a health care compromise.

Three Republican senators — John McCain, Lisa Murkowski, and Susan Collins — joined Democrats in voting against the repeal bill around 1:40 a.m Friday morning.

Trump's remarks Friday were centered around efforts to ""dismantle, decimate, and eradicate"" the MS-13 gang, known for its violence in Suffolk County, New York, as well as other areas. But his remarks veered off script to include asides on the benefits to the country in having rich secretaries of the Commerce and Treasury Departments, trade deficits and the size of the motorcycle brigades that flanked his motorcade during the 2016 campaign.

Trump's tough line on immigration earned him support during the presidential race, and he has sought to make undocumented immigrants who have committed violent crimes and violent gangs the face of his crusade for a wall and tighter security on the Southern border. That pitch often includes graphic description of crimes, with Friday being no exception as Trump talked about gruesome murders committed by gang members with clubs, machetes and knives.

""These are animals,"" he said. ""They have transformed peaceful parks and beautiful, quiet neighborhoods, into blood-stained killing fields.""

For that reason, Trump encouraged roughness from law enforcement in the battle against gangs and cartels.

Play Facebook

Twitter

Embed Watch Sen. John McCain Cast 'No' Vote on 'Skinny' Repeal 0:33 autoplay autoplay Copy this code to your website or blog

""When you see these thugs being thrown into the back of a paddy wagon — you just see them thrown in, rough — I said, 'Please don't be too nice,'"" Trump said, using a description for a police vehicle that some consider to be an anti-Irish slur. ""Like when you guys put somebody in the car and you’re protecting their head. You know? The way you put their hand over — like don’t hit their head and they just killed somebody, don’t hit their head. I said you can take the hand away, OK?""

Trump said the effort to curtail gangs is working.

""One by one we’re liberating our Americans towns — can you believe that I’m saying that we’re talking about liberating our towns it’s like a scene in a movie,"" the president said. ""They’re liberating the town, like in the old Wild West right? We’re liberating our towns. I never thought I’d be up here talking about liberating the towns on Long Island."""
http://www.nbcnews.com/feature/nbc-out/same-sex-domestic-violence-court-win-has-unintended-problem-n787496,nbcnews,Same-Sex Domestic Violence Court Win Has Unintended Problem,['Associated Press'],"COLUMBIA, S.C. — A South Carolina Supreme Court ruling meant to give unmarried same-sex partners the same domestic violence protections as heterosexuals appears to have an unintended consequence: Now authorities might not be able to charge any unmarried person with beating their partner.

Attorney General Alan Wilson has joined with a gay woman who successfully sued the state to ask the justices to re-write their Wednesday ruling. Otherwise, they'll have to rely on the conservative Legislature to change the code, a solution the woman's lawyer, Bakari Sellers, said might get stuck in partisan bickering over the morality of same-sex relationships.

South Carolina Supreme Court Associate Justice Costa M. Pleicones. MARY ANN CHASTAIN / ASSOCIATED PRESS

The problem: As the gay rights movement gained national momentum, state lawmakers changed the domestic violence law in 1994 by adding ""male"" and ""female"" to the South Carolina code, which initially didn't mention gender. A decade later, they didn't remove the words when they significantly overhauled the law and increased penalties for domestic abuse in 2015.

""What we don't want to do is embarrass the state of South Carolina and have it devolve down into partisan politics,"" Sellers said.

The court unanimously struck down wording that applied the domestic violence law to households where a ""male and female who are cohabiting or formerly have cohabited.""

Related: Judge Orders Kentucky to Pay for Same-Sex Marriage Lawsuit Fees

With that phrase entirely eliminated, prosecutors and law enforcement officials worry that domestic violence charges can only apply to married people or direct relatives.

Wilson and Sellers want the court to instead accept a remedy offered by one justice in a concurring opinion: Rather than strike down the phrase about cohabitation, judges could be told to apply the existing law to same-sex couples.

""Because of the immediate and pressing need to protect all victims from domestic violence, we are united in our request to the court and optimistic that we can maintain the protections afforded by the act, and extend them to all victims,"" Wilson's office said in a statement.

Related: North Carolina Lawmakers Introduce Bill to Ban Same-Sex Marriage

Wilson agreed that it's too risky to ask the Legislature to act when lawmakers might not convene until January.

The Supreme Court had no immediate response.

Sellers emphasized that no one wants the justices to change the impact of Wednesday's ruling.

""This is still a victory for progress,"" Sellers said. ""We just want to make sure things get clarified.""

Follow NBC Out on Twitter, Facebook and Instagram"
http://www.nbcnews.com/health/health-care/florida-drug-treatment-center-operators-busted-crackdown-n784326,nbcnews,Florida Drug Treatment Center Operators Busted in Crackdown,"['Anna R. Schecter', 'Lisa Riordan Seville']","State and federal law enforcement made a sweep of arrests last week in South Florida, targeting owners of drug treatment centers in the state's large — and troubled — rehab industry.

The crackdown comes in the wake of an increasing focus on corruption and abuse in the drug treatment industry from California to Florida. In June, an NBC News Investigation found that many addicts traveling to South Florida for recovery ended up in programs run by unscrupulous operators more interested in billing their insurance than helping them get better. This month, the operators of a treatment center that was featured in the NBC News Report were hit with more than 60 charges by state prosecutors.

Related: The Florida Shuffle: The Sometimes Dirty Business of Drug Rehab

There are many good drug rehab facilities in South Florida, which has long been a destination for patients seeking treatment for drug abuse. Thousands have found sobriety there. But state and federal authorities said that wider insurance coverage for addiction treatment combined with comparatively little regulation and oversight have laid the groundwork for corruption.

Play Facebook

Twitter

Embed The Florida Shuffle: The Sometimes Dirty Business of Rehab 11:19 autoplay autoplay Copy this code to your website or blog

""There's no incentive in sobriety,"" said State Attorney Dave Aronberg, Palm Beach County's top prosecutor. ""The money is in relapse.""

Among those arrested on federal charges was a rehab and halfway house owner who charged more than $58 million to insurance, according to prosecutors. They say Eric Snyder offered free rent to lure addicts to his halfway houses, also known as ""sober homes,"" while milking their insurance at his treatment center.

Attorney General Jeff Sessions referred to Snyder's treatment center last week as a ""fake rehab"" that is alleged to have ""recruited addicts with gift cards, visits to strip clubs, and even drugs.""

Related: Florida's Billion-Dollar Drug Treatment Industry Tainted by Overdoses, Fraud

Snyder's attorney, Bruce Zimet, denied the charges against his client, adding that while his client is under investigation, the case has not yet been presented to a grand jury to determine whether to indict or not.""He has literally saved the lives of many, many people who had gone through his facility in the past and were suffering from addiction issues,"" said Zimet. ""While there's a lot of abuse in the industry, Snyder is not one of those people who is an abuser.""

Cynthia McFadden of NBC News, right, attempts to speak with an employee of the London Treatment Center in West Palm Beach, Florida. NBC News

Snyder and a former employee were among more than 400 people arrested in 20 states on a bevy of medical fraud allegations. Snyder is accused of conspiring to commit healthcare fraud against private insurance companies, but most of the other federal charges involve allegations of misuse of federal healthcare programs for the elderly and the poor.

In South Florida, Palm Beach County's Sober Home Task Force, assigned to target fraud in the rehab industry, also brought charges against rehab owners for allegedly paying for addicts. The multi-agency effort headed by Aronberg has made more than 30 arrests, largely on charges of ""patient brokering,"" in the past year. ""Patient brokers"" find addicts with good insurance coverage and then ""sell"" them to specific programs.

'I Wish I Had No Insurance'

Alison Flory is one of thousands of young people who arrived in South Florida looking for help. Instead, she got pulled into the ""South Florida shuffle.""

Her insurance was billed more than $1 million in the 15 months she spent in Florida bouncing to nine treatment centers. Last October, Flory overdosed and died in a home linked to a treatment center run by a convicted felon named Kenneth Chatman.

""I was just thankful that I had good insurance — and in this particular case I wish I had no insurance,"" said her mother, Jennifer Flory. ""It led to her death.""

In May, Chatman was sentenced to 27 years in federal prison for conspiracy to commit healthcare fraud and sex trafficking. Six other people have pleaded guilty to charges in that case, including two doctors, a counselor, and two operators of ""sober homes"" like the one in which Flory died.

Flory also attended London Treatment Center, one of more than 200 treatment centers in Palm Beach County. The rehab billed her insurance more than $69,000 for the two and a half months she spent in the program.

Last March, two patients from the program overdosed in a nearby parking lot. The incident was described in a probable cause affidavit that linked London Treatment Center to a local sober home where there were six overdoses over the course of five months in 2016. One of them was fatal, according to the affidavit.

Jennifer Flory (left) and her daughter Alison Flory. Courtesy of Jennifer Flory

In May, state authorities charged the owner of that sober home with three counts of patient brokering for allegedly accepting kickbacks to send his tenants to London Treatment Center.

NBC News made several requests for an interview with operators of London Treatment Center in early 2016 but was told by a representative that medical privacy laws prohibited them from commenting. No one would speak to NBC News on a visit to the center in June.

“ The broad brush of bad actions and illegal activity is painting across everybody.”

This month, State Attorney Aronberg's office charged the owners of London Treatment Center with 62 counts of patient brokering. Court documents allege Mark Johnston and Jordi Martinez-Garcia paid sober home operators $500 to $600 a week for each patient sent to the rehab. Two of the sober home owners who spoke to police were allegedly paid more than $256,000 since early 2016 to refer patients to the center, court documents show.

""There are no allegations in the probable cause affidavit that the health and safety of any patient of London Treatment Center were violated at any time,"" Adam Frankel, the attorney for London's owners, told NBC News in a statement. He said that his clients have been treated unfairly and had previously cooperated with investigators voluntarily and ""look forward to the opportunity to present their side of the story in this matter.""

Related: How to Find a Good Drug Treatment Program

For those within the industry trying to do things right, stepped-up enforcement has been a double-edged sword, said John Lehman, CEO of Florida Association of Recovery Residences, an industry group for sober home operators. Many of the ethical operators were those who first alerted authorities about fraud and patient brokering. They also participated in passing legislation recently signed into law to create better oversight and regulation of sober homes and treatment center.

But because of the bad publicity, the stain on South Florida has also spread to those trying to do things right.

Delray Beach (Florida) Fire Rescue responding to an overdose. NBC News

""The broad brush of bad actions and illegal activity is painting across everybody,"" said Lehman. ""There are so many good programs down here that have held on, and they feel they are being persecuted. They were the ones who sounded the alarm in the first place.""

Lehman said he hopes that the South Florida recovery community can weather this storm in part because the opioid epidemic has created a desperate need for places that foster long-term recovery.

""Just putting people into a treatment center and then giving them a gold coin, and sending them home, does not work,"" he added. ""You've got to support them to develop recovery legs. This is a great place to do that, if there's anybody left standing when this is all over."""
